movieID,title,release_year,overview,tmdbID
233,French Kiss,1995,"""After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.""",20156
234,Forget Paris,1995,"""Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.""",18395
235,Far From Home: The Adventures of Yellow Dog,1995,"""Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.""",522
236,"Goofy Movie, A",1995,"""Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.""",397
237,Hideaway,1995,"""Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.""",10525
238,Fluke,1995,"""Workaholic Thomas Johnson dies in an auto accident and comes back to life as a dog. Remembering some of who he was, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, he remembers more of his life, and realizes he wasn't such a good husband and father.""",27985
239,Farinelli: il castrato,1994,"""Farinelli is a 1994 biopic film about the life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.""",15789
240,Gordy,1995,"""A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.""",27303
241,Gumby: The Movie,1995,"""On the brink of a big deal with mogul Lucky Claybert, Gumby and his band The Clayboys must do battle with the villainous Blockheads, who have kidnapped their loyal canine Lowbelly.""",21183
242,"Glass Shield, The",1994,"""J.J. is a rookie in the Sheriff's Department and the first black officer at that station. Racial tensions run high in the department as some of J.J.'s fellow officers resent his presence. His only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white male work environment. When J.J. becomes increasingly aware of police corruption during the murder trial of Teddy Woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice.""",10954
243,Hoop Dreams,1994,"""Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.""",47867
244,Heavenly Creatures,1994,"""Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.""",43475
245,Houseguest,1994,"""In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.""",72031
246,Immortal Beloved,1994,"""A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as \""immortal beloved.\"" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.""",14275
247,Heavyweights,1990,"""Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of \""all work and no play,\"" the kids stage a coup and reclaim their summer of fun.""",1024
248,"Hunted, The",1995,"""Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.""",17207
249,I.Q.,1994,"""Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.""",13701
250,Interview with the Vampire: The Vampire Chronicles,1994,"""A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.""",14819
251,Jefferson in Paris,1995,"""His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.""",32631
252,"Jerky Boys, The",1995,"""When two unemployed telephone pranksters decide to use their vocal \""talents\"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the \""Jerky Boys\"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.""",11777
253,Junior,1994,"""As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.""",628
254,Just Cause,1995,"""A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.""",87729
255,"Kid in King Arthur's Court, A",1995,"""A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?""",18713
256,Kiss of Death,1995,"""Jimmy Kilmartin is an ex-con trying to stay clean and raise a family. When his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, Detective Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named 'Little Junior' Brown. However, he's also sent undercover by Detective Hart to work with Little Junior and infiltrate his operations. As soon as Little Junior kills an undercover Federal agent with Jimmy watching, the unscrupulous DA and the Feds further complicate his life.""",6280
257,Star Wars: Episode IV - A New Hope,1977,"""Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.""",9061
258,Little Women,1994,"""With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.""",37108
259,"Little Princess, A",1995,"""When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.""",6071
260,Ladybird Ladybird,1994,"""Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.""",11
261,"Enfer, L'",1994,"""An irritable and stressed-out hotel manager begins to develop paranoid delusions about his wife's infidelity.""",9587
262,Like Water for Chocolate,1990,"""Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.""",19101
263,Legends of the Fall,1994,"""An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.""",49980
264,Major Payne,1995,"""Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.""",17961
265,Little Odessa,1994,"""The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.""",18183
266,My Crazy Life,1990,"""Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.""",4476
267,Love Affair,1994,"""Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.""",11008
268,Losing Isaiah,1995,"""Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.""",47504
269,"Madness of King George, The",1994,"""Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.""",32325
270,Mary Shelley's Frankenstein,1990,"""Based on Mary Shelley's novel, \""Frankenstein\"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.""",43742
271,Man of the House,1995,"""Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the \""love bubble\"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.""",28313
272,Mixed Nuts,1994,"""The events of a crisis hotline business on one crazy night during the Christmas holidays.""",11318
273,Milk Money,1994,"""Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.""",3036
274,Miracle on 34th Street,1994,"""Six-year-old Susan Walker has doubts about childhood's most enduring miracle\u2014Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all\u2014something to believe in.""",40490
275,Miami Rhapsody,1995,"""Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.""",24070
276,My Family,1995,"""Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.""",8986
277,Murder in the First,1995,"""Inspired by a true story. A petty criminal sent to Alcatraz in the 1930s is caught attempting to make an escape. As punishment he is put in solitary confinement. The maximum stay is supposed to be 19 days, but Henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. The story follows a rookie lawyer attempting to prove that Alcatraz was to blame.""",10510
278,Nobody's Fool,1994,"""Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.""",17402
279,Nell,1994,"""In a remote woodland cabin, a small town doctor discovers Nell \u2014 a beautiful young hermit woman with many secrets.""",38722
280,New Jersey Drive,1995,"""New Jersey Drive is a 1995 film about black youths in Newark, New Jersey, the unofficial \""car theft capital of the world\"". Their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.""",8438
281,New York Cop,1990,"""Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?""",11593
282,Beyond Bedlam,1993,"""An experiment gone awry places a neurologist (Elizabeth Hurley) and a homicide detective (Craig Fairbrass) in a psychopath's (Keith Allen) nightmarish world.""",1945
283,Nemesis 2: Nebula,1995,"""It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.""",39310
284,Nina Takes a Lover,1994,"""Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.""",109560
285,Natural Born Killers,1994,"""Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.""",56428
286,Only You,1994,"""A childhood incident has convinced Faith Corvatch that her true love is a guy named \""Damon Bradley,\"" but she has yet to meet him. Preparing to settle down and marry a foot doctor, Faith impulsively flies to Venice when it seems that she may be able to finally encounter the man of her dreams. Instead, she meets the charming Peter Wright. But can they fall in love if she still believes that she is intended to be with someone else?""",63105
287,Once Were Warriors,1994,"""A drama about a Maori family living in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke\u2019s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.""",131957
288,Poison Ivy II,1996,"""A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.""",241
289,Outbreak,1995,"""A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.""",9058
290,Léon: The Professional,1990,"""L\u00e9on, the top hit man in New York, has earned a rep as an effective \""cleaner\"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in L\u00e9on's footsteps.""",527
291,"Perez Family, The",1995,"""In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.""",18220
292,"Pyromaniac's Love Story, A",1995,"""A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting""",6950
293,Pulp Fiction,1994,"""A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.""",101
294,Panther,1995,"""Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.""",63020
295,Pushing Hands,1990,"""Mr. Chu is an elderly widower who teaches tai chi chuan in Beijing. He moves to America to live with his son's family, but finds the cultural adjustment difficult. Since his daughter-in-law is a white woman who does not speak Chinese, Mr. Chu's son, Alex, must mediate.""",2307
296,Priest,1994,"""Father Greg Pilkington is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.""",680
297,Quiz Show,1994,"""Lawyer Richard Goodwin discovers that 'Twenty-One', a successful TV quiz show, is rigged and decides to expose the team behind the show.""",41478
298,Picture Bride,1990,"""Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.""",25296
299,Queen Margot,1990,"""Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.""",40156
300,"Quick and the Dead, The",1995,"""A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.""",11450
301,Roommates,1995,"""An elderly, yet young-at-heart man, moves in with his grandson, and both their lives turn upside-down.""",30304
302,Ready to Wear,1990,"""During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.""",10452
303,Three Colors: Red,1990,"""Valentine, a student model in Geneva, struggles with a possessive boyfriend and a troubled family. When she runs over a dog, she discovers that its owner, a retired judge, is illegally wiretapping and eavesdropping on his neighbors' phone calls. Although Valentine is outraged, she develops a strange bond with the judge \u2013 and as the two become closer, she finds herself caught in the middle of events that could change her life.""",12106
304,Three Colors: Blue,1990,"""Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality.""",161495
305,Three Colors: White,1990,"""Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Miko\u0142aj to smuggle him back to their homeland.""",3586
306,"Red Firecracker, Green Firecracker",1990,"""A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray""",110
307,Rent-a-Kid,1995,"""Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers...""",108
308,Relative Fear,1994,"""Linda and Peter Pratman's son Adam is autistic, but they still love him and hope that he'll at least start talking some day. However he's teased and abused by the kids of the neighborhood and his grandpa . When several people around Adam die an unexpected death, his parents start to suspect Adam - is he just simulating to be so ignorant about his environment?""",109
309,Stuart Saves His Family,1995,"""A self-help advocate struggles to put his dysfunctional family in its place.""",159185
310,"Swan Princess, The",1994,"""The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.""",36357
311,"Secret of Roan Inish, The",1994,"""10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate..""",92769
312,"Specialist, The",1994,"""May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.""",28033
313,Stargate,1994,"""An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.""",22586
314,"Santa Clause, The",1994,"""Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.""",14334
315,"Shawshank Redemption, The",1994,"""Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.""",2636
316,Shallow Grave,1994,"""When accountant David, doctor Juliet and journalist Alex are searching for a fourth roommate for their trendy flat, they settle on the aloof Hugo. However, they soon find Hugo dead of a drug overdose, beside a large sum of cash. After some deliberation, the three others decide to keep the money and to dismember and bury Hugo's body. Soon, each roommate starts thinking about keeping all the money by scamming the others.""",2164
317,Suture,1993,"""Brothers Vincent (rich) and Clay (poor) meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, who thinks his life is taking a turn for the better, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?""",11395
318,Strawberry and Chocolate,1990,"""Havana, Cuba, 1979. Flamboyantly gay artist Diego (Jorge Perugorr\u00eda) attempts to seduce the straight and strait-laced David, an idealistic young communist, and fails dismally. But David conspires to become friends with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. But can it last? Strawberry and Chocolate became an instant hit when it was released, and has become a classic of Cuban cinema due to its charming and authentic exploration of a connection between two people under historical circumstances that seem levelled against them.""",278
319,Swimming with Sharks,1995,"""Guy is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman, a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn, has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.""",9905
320,"Sum of Us, The",1994,"""A widowed father has to deal with two complex issues: while he is searching for \""Miss Right,\"" his son, who is in his 20s and gay, is searching for \""Mr. Right.\""""",87078
321,National Lampoon's Senior Trip,1995,"""While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man.""",12527
322,To Live,1990,"""Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry. Addicted to gambling, Fugui loses everything. In the years that follow he is pressed into both the nationalist and communist armies, while Jiazhen is forced into menial work.""",20306
324,Tales from the Crypt Presents: Demon Knight,1995,"""Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where \u2014 with the help of its residents \u2014 he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.""",36614
325,Star Trek: Generations,1994,"""Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.""",27993
326,Tales from the Hood,1995,"""A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.""",31439
327,Tom & Viv,1994,"""The story of the marriage of the poet T. S. Eliot to socialite Vivienne Haigh-Wood, which had to cope with her gynaecological and emotional problems and his growing fame.""",9067
328,Village of the Damned,1995,"""An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the \""parents\"" long to realize that the kids are not human or humane.""",9059
329,Tommy Boy,1995,"""To save the family business, two ne\u2019er-do-well traveling salesmen hit the road with disastrously funny consequences.""",193
330,Vanya on 42nd Street,1994,"""An uninterrupted rehearsal of Chekhov's 1899 play \""Uncle Vanya\"" played out by a company of actors. The setting is their run down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.""",25066
331,Underneath,1995,"""Michael Chambers has come home to Austin, Texas to his mother who's starting a new life, to his brother whose driven by old jealousies, and to Rachel\u2014the woman he married and then betrayed with his passion for gambling. Now she's together with Tommy, so Michael devises a plan to get Rachel out from under Tommy's control.""",46797
332,"Walking Dead, The",1995,"""Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.""",12122
333,What's Eating Gilbert Grape,1993,"""Gilbert Grape is a small-town young man with a lot of responsibility. Chief among his concerns are his mother, who is so overweight that she can't leave the house, and his mentally impaired younger brother, Arnie, who has a knack for finding trouble. Settled into a job at a grocery store and an ongoing affair with local woman Betty Carver, Gilbert finally has his life shaken up by the free-spirited Becky.""",11381
334,Virtuosity,1995,"""The Law Enforcement Technology Advancement Centre (LETAC) has developed SID version 6.7: a Sadistic, Intelligent, and Dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him.""",32636
335,While You Were Sleeping,1995,"""A transit worker pulls commuter Peter off railway tracks after he's mugged, but\u2014while he's in a coma\u2014his family mistakenly thinks she's Peter's fianc\u00e9e, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.""",36141
336,"War, The",1994,"""The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.""",95963
337,Double Happiness,1994,"""Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.""",1587
338,Muriel's Wedding,1994,"""A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.""",9271
339,"Baby-Sitters Club, The",1995,"""Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.""",2064
340,Ace Ventura: Pet Detective,1994,"""He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man\u2026 or beast!""",19855
341,"Adventures of Priscilla, Queen of the Desert, The",1994,"""Two drag queens and a transgender woman contract to perform a drag show at a resort in Alice Springs, a town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and finding new horizons.""",60855
342,Backbeat,1993,"""Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe, John Lennon, and Sutcliffe's girlfriend Astrid Kirchherr.""",236
343,Bitter Moon,1992,"""A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.""",48287
344,Bullets Over Broadway,1994,"""After young playwright, David Shayne obtains funding for his play from gangster Nick Valenti, Nick's girlfriend Olive miraculously lands the role of a psychiatrist\u2014but not only is she a bimbo who could never pass for a psychiatrist\u2014she's a dreadful actress. David puts up with the leading man who is a compulsive eater, the grand dame who wants her part jazzed up, and Olive's interfering hitman/bodyguard\u2014but, eventually he must decide whether art or life is more important.""",3049
345,Clear and Present Danger,1994,"""CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.""",2759
